Age,Annual_Income,Employment_Years,Credit_Score,Loan_Amount,Loan_Term_Months,Debt_To_Income_Ratio,Previous_Defaults,Dependents,Home_Owner,Default
61,918882,19,659,543717,24,0.19,1,1,No,0
62,1102690,12,652,465782,48,0.61,0,2,No,0
40,556166,11,646,393655,36,0.1,0,0,Yes,0
65,399963,29,745,654978,36,0.28,0,1,No,0
60,270913,20,688,282906,60,0.49,0,1,Yes,0
59,1127360,1,584,537402,48,0.51,0,2,Yes,0
69,998882,17,585,603678,24,0.54,0,3,No,0
43,1009523,27,522,836881,36,0.3,0,3,Yes,0
67,887432,3,750,513042,36,0.52,0,1,Yes,0
52,963161,5,662,202029,48,0.35,1,2,Yes,0
67,712500,37,740,668700,48,0.45,0,3,No,0
53,911090,8,850,277976,36,0.43,0,1,Yes,0
66,542948,19,608,332475,48,0.17,0,1,Yes,0
25,697180,29,706,375032,36,0.64,0,3,No,0
63,1712998,36,795,453807,48,0.66,1,4,No,1
68,811676,37,640,823200,12,0.19,0,0,Yes,0
54,208513,3,652,662988,24,0.34,0,2,Yes,0
60,677422,37,722,224996,48,0.38,0,0,Yes,0
31,482743,12,850,878158,24,0.43,1,0,No,0
23,847765,34,730,765272,48,0.07,0,1,No,0
53,533192,29,612,604148,48,0.58,0,1,Yes,0
31,736450,3,622,50000,48,0.65,1,1,Yes,1
36,578047,24,640,288979,48,0.15,0,1,No,0
38,859155,30,534,502259,36,0.68,1,0,No,1
50,611780,11,667,913856,60,0.65,0,1,Yes,0
68,907064,14,680,831367,36,0.43,1,3,Yes,0
30,1384574,25,683,258642,36,0.24,0,1,Yes,0
38,453676,9,564,79933,36,0.2,0,2,No,0
58,1017156,11,707,454396,60,0.39,0,2,Yes,0
39,200000,21,601,535095,24,0.41,0,2,Yes,0
56,730168,39,660,189696,48,0.51,0,1,Yes,0
33,868671,20,620,282273,24,0.61,0,0,No,0
66,575596,34,772,1029035,12,0.7,1,3,Yes,0
23,263782,6,625,406494,60,0.61,0,1,Yes,1
30,788588,17,787,424793,24,0.69,0,1,Yes,1
58,1259634,26,690,1206576,48,0.4,0,2,Yes,0
21,756065,34,713,415318,36,0.08,0,2,Yes,0
47,967572,1,686,247171,48,0.09,0,3,Yes,0
66,1138064,31,611,322706,48,0.24,0,0,Yes,0
28,1541442,14,712,572895,24,0.48,1,3,No,0
66,484313,23,645,381278,36,0.28,0,2,No,0
62,515266,19,705,467463,12,0.17,0,1,No,0
37,712329,9,728,489260,36,0.65,0,0,No,0
29,984630,23,832,1286966,48,0.74,0,1,Yes,0
26,200000,23,717,678161,24,0.06,0,0,No,1
63,996127,23,756,262236,48,0.11,0,4,Yes,0
45,844479,39,732,456448,12,0.4,0,2,Yes,0
59,639816,33,662,700758,12,0.29,0,2,No,0
69,927652,39,734,770713,12,0.6,0,3,Yes,0
48,1066894,10,670,98896,24,0.51,0,1,Yes,0
53,1108406,25,646,145722,36,0.1,2,0,Yes,0
57,804429,0,592,617491,24,0.43,0,1,No,0
29,897809,29,732,340564,60,0.29,0,4,Yes,0
38,886496,17,634,305447,60,0.73,0,3,No,0
41,1169359,25,730,546769,36,0.38,0,3,Yes,0
22,914364,8,680,697690,36,0.7,0,0,Yes,0
63,993566,8,657,440267,60,0.07,0,0,Yes,0
58,1067798,0,610,50000,48,0.12,1,0,Yes,0
60,1387569,6,784,367856,24,0.32,0,3,Yes,0
56,624255,15,648,209898,48,0.67,0,0,No,0
63,1287712,37,806,640431,24,0.43,0,1,Yes,0
57,1541329,10,614,1012624,36,0.63,0,1,Yes,0
35,643387,24,800,571979,36,0.25,0,3,No,0
48,734962,28,686,610253,48,0.13,0,2,No,0
38,671464,18,748,703250,24,0.22,0,2,No,0
54,997066,17,575,837011,12,0.5,0,2,No,0
42,241497,28,575,354536,60,0.66,0,2,Yes,1
31,650150,15,700,486765,48,0.37,0,1,Yes,0
33,717907,39,598,737115,36,0.19,0,0,Yes,0
24,691671,7,786,264575,48,0.5,0,1,Yes,0
42,688651,33,709,122741,48,0.19,0,1,Yes,0
27,653222,5,628,383734,36,0.45,0,2,Yes,0
63,1033215,29,606,814098,24,0.12,0,1,No,0
44,961473,33,656,535126,36,0.62,0,2,No,0
24,1311020,20,634,383436,60,0.61,0,2,No,0
48,1033980,11,719,753933,48,0.43,0,1,Yes,0
35,470723,5,673,638370,36,0.08,0,1,No,0
21,748988,38,773,305761,24,0.25,2,1,No,0
23,717130,5,730,452542,60,0.15,0,0,Yes,0
34,876571,3,610,243963,36,0.42,0,0,Yes,0
58,1127974,8,645,535846,36,0.12,1,0,Yes,0
21,855750,4,610,659084,24,0.66,0,2,No,0
58,856547,9,610,50000,48,0.65,0,1,Yes,0
58,803012,7,536,244956,36,0.16,0,1,Yes,0
41,1043175,22,755,919648,36,0.54,0,2,Yes,0
68,629328,3,783,416114,36,0.54,0,4,Yes,0
49,362897,36,600,914677,48,0.33,0,3,Yes,0
25,993373,6,592,181235,36,0.16,0,0,Yes,0
69,912550,5,724,367051,36,0.14,2,1,No,0
30,1197025,14,614,554413,12,0.57,0,0,No,0
48,200000,34,781,420352,48,0.2,0,0,No,0
41,769895,31,622,816362,24,0.47,0,0,Yes,0
27,832014,13,508,470412,36,0.66,0,1,Yes,0
23,346736,34,669,678021,36,0.47,0,0,No,0
65,774021,10,632,226995,48,0.73,0,1,No,0
67,1156076,9,691,566099,48,0.5,0,3,No,0
40,1425834,16,652,421553,48,0.27,0,2,No,0
39,1094722,12,726,249635,12,0.65,0,1,No,0
55,702658,33,713,616638,36,0.27,0,2,No,0
24,1178454,4,706,840545,24,0.73,0,1,Yes,0
25,1073420,9,695,351185,36,0.38,0,1,No,0
21,654682,31,679,605694,36,0.72,1,2,No,1
24,625461,11,568,446226,24,0.18,0,1,No,0
32,749449,12,711,526790,36,0.06,0,1,No,0
47,484745,20,738,709965,60,0.19,1,0,No,0
62,706762,32,707,860446,48,0.12,0,1,Yes,0
43,946025,31,663,810469,48,0.56,0,2,Yes,0
45,1111552,11,727,312605,48,0.24,0,3,Yes,0
41,686344,34,698,163928,36,0.5,0,0,No,0
44,1216526,35,736,50000,48,0.52,0,1,Yes,0
45,995031,37,672,658255,12,0.53,0,1,Yes,0
65,1008695,27,565,368426,12,0.63,0,3,No,0
66,524296,12,665,765579,36,0.15,0,1,No,0
52,1342328,11,604,241334,24,0.09,0,0,No,0
52,966009,21,642,611550,36,0.07,0,0,Yes,0
25,700199,1,686,57436,24,0.12,1,0,Yes,0
56,647264,28,759,626158,60,0.32,0,3,No,0
66,706864,12,733,597824,60,0.73,0,2,No,0
62,494498,34,696,225117,60,0.3,0,1,Yes,0
69,1096490,12,779,548060,48,0.37,0,3,Yes,0
62,525223,33,683,1017335,60,0.62,1,1,Yes,1
59,886947,18,696,672004,36,0.69,0,3,Yes,0
36,665024,8,649,1238790,36,0.73,0,2,No,0
53,1001238,30,594,538303,24,0.63,0,0,No,0
69,1042011,32,724,644535,36,0.4,0,1,Yes,0
41,606828,26,554,380954,48,0.21,0,3,Yes,0
29,789837,1,605,561573,36,0.47,1,1,Yes,0
26,366982,14,694,255969,24,0.19,0,4,No,0
65,1310162,18,612,726388,36,0.09,0,3,No,0
55,1120400,30,681,298607,12,0.69,0,2,Yes,0
59,381338,15,691,916554,48,0.39,0,0,Yes,0
42,539928,14,635,163460,36,0.41,0,0,No,0
61,759554,5,684,423795,60,0.48,0,2,Yes,0
25,811628,13,683,437775,60,0.37,0,2,Yes,0
62,594184,26,588,220500,24,0.36,0,0,Yes,0
43,456521,37,723,558657,60,0.69,0,3,Yes,0
37,918509,18,517,366641,60,0.62,0,3,No,1
32,1321845,36,830,851066,36,0.2,0,1,No,0
43,816399,3,722,296952,48,0.25,0,2,Yes,0
36,712486,25,761,605251,12,0.51,0,1,No,0
23,680948,8,732,478502,60,0.45,0,0,No,0
50,470982,39,676,446667,36,0.59,1,0,Yes,1
42,598404,14,618,522869,60,0.56,0,2,No,0
29,1140833,36,678,677059,36,0.55,0,1,Yes,0
49,200000,3,746,50000,48,0.67,0,2,Yes,0
67,821030,25,614,511906,36,0.59,0,2,Yes,0
57,808386,17,692,293553,36,0.22,0,1,No,0
43,835519,34,535,312546,60,0.66,0,0,No,0
33,1018225,28,615,560898,48,0.28,1,2,Yes,0
52,818348,23,611,775003,48,0.69,1,1,No,0
66,663812,3,814,887782,36,0.63,0,0,Yes,0
67,603013,20,573,354544,60,0.1,0,0,Yes,0
68,1189503,38,711,50000,48,0.59,0,0,Yes,0
43,1112315,6,807,517551,12,0.4,0,0,No,0
65,1663291,22,760,50000,48,0.73,0,0,Yes,0
37,715703,39,801,610326,12,0.37,1,0,Yes,0
60,608536,20,813,275212,48,0.1,0,0,Yes,0
41,935950,0,684,585586,36,0.26,1,2,No,0
22,928704,24,718,286659,36,0.35,0,0,Yes,0
57,990906,30,695,208920,48,0.46,0,2,Yes,0
26,1054139,37,718,215063,36,0.16,0,3,Yes,0
64,988002,4,713,599251,48,0.41,0,1,Yes,0
38,1122509,30,817,169542,60,0.39,0,2,Yes,0
50,1162401,0,703,636485,36,0.64,0,0,Yes,0
42,1167753,29,603,944310,36,0.26,0,1,No,0
53,200000,17,727,917760,24,0.36,0,2,No,0
50,869714,7,738,100882,36,0.32,0,3,Yes,0
37,523036,25,614,163199,24,0.49,0,2,Yes,0
63,1116634,39,610,620307,36,0.64,0,1,Yes,0
52,200000,14,756,232932,36,0.52,0,1,Yes,0
62,1240767,18,637,654695,60,0.38,1,1,Yes,0
34,540590,9,646,72427,36,0.5,0,2,No,0
30,471840,23,643,482113,24,0.28,0,1,Yes,0
67,906874,15,699,736028,36,0.15,2,1,No,0
56,688018,30,768,112000,24,0.27,0,2,Yes,0
54,1333816,15,733,470771,24,0.36,0,0,Yes,0
29,1208909,15,643,467411,48,0.36,0,2,No,0
62,646749,27,787,651606,36,0.57,2,2,No,0
48,1112745,19,749,332788,24,0.71,0,3,No,0
31,636413,34,759,142988,12,0.32,0,0,Yes,0
34,633825,8,756,50000,36,0.11,0,0,Yes,0
59,1014255,39,638,831302,48,0.07,0,4,Yes,0
67,1236752,9,606,708714,36,0.05,1,0,No,0
39,667678,17,652,493903,24,0.71,0,1,Yes,0
35,690521,14,759,487212,36,0.75,0,0,Yes,0
48,890361,29,585,606303,60,0.09,0,3,Yes,0
44,531802,31,574,741466,36,0.3,0,0,Yes,0
28,1269623,39,534,50000,24,0.52,0,0,Yes,0
63,528934,26,579,55024,36,0.18,0,1,No,0
29,610041,26,616,50000,48,0.47,0,0,No,0
67,1330171,18,689,413508,12,0.62,0,2,No,0
53,864376,9,587,545483,36,0.65,0,2,No,0
53,1383075,5,732,753133,48,0.54,0,2,No,0
39,734216,23,683,50000,24,0.11,0,3,Yes,0
23,1555855,8,516,165560,60,0.29,0,2,No,0
30,984694,26,678,532665,36,0.73,0,0,No,0
60,574269,6,691,563652,36,0.18,0,0,Yes,0
67,569648,5,833,450083,60,0.37,0,2,Yes,0
62,362837,32,699,218708,24,0.28,0,2,No,0
21,395655,20,538,325083,48,0.19,0,3,Yes,0
49,602140,37,698,465754,48,0.28,0,0,No,0
54,502520,16,693,70810,36,0.18,0,0,Yes,0
33,200000,30,728,286695,12,0.66,0,2,Yes,0
21,1052456,36,850,154783,36,0.17,0,0,Yes,0
54,1032601,10,637,625501,24,0.49,0,1,Yes,0
49,892513,27,627,271406,36,0.71,0,3,No,0
68,459510,4,717,173181,48,0.72,0,1,Yes,0
67,1294037,11,826,370629,36,0.47,0,0,Yes,0
33,746549,2,733,688178,36,0.24,0,2,Yes,0
68,550030,37,652,494253,24,0.22,0,0,Yes,0
69,869775,1,758,775538,12,0.57,1,0,Yes,0
49,852571,25,823,737215,60,0.74,0,0,Yes,0
59,200000,1,618,312527,12,0.1,0,2,No,0
44,790716,11,599,533659,24,0.6,0,2,Yes,0
46,836161,39,684,774434,60,0.14,1,0,Yes,0
37,686377,1,704,379301,36,0.26,0,0,Yes,0
27,403563,15,790,560039,48,0.45,0,1,Yes,0
33,412401,29,642,274537,24,0.26,0,2,Yes,0
25,954219,35,712,443624,24,0.51,0,4,No,0
46,1028480,3,804,435483,36,0.34,0,0,Yes,0
69,665597,10,697,656800,36,0.2,0,2,No,0
23,914695,23,648,404130,60,0.42,0,0,Yes,0
27,662624,17,725,553872,36,0.07,0,0,Yes,0
69,544028,26,653,595286,12,0.57,0,1,No,1
59,864349,36,707,302733,36,0.42,0,2,No,0
21,455271,1,665,399378,24,0.71,0,2,No,0
69,1368135,14,668,615764,24,0.12,0,0,No,0
37,368745,10,647,959618,36,0.56,0,3,Yes,0
63,885148,26,634,185691,36,0.26,0,0,Yes,0
45,845071,22,759,631333,24,0.31,0,0,Yes,0
23,818442,34,695,803526,60,0.29,0,1,Yes,0
35,1245018,29,781,523896,36,0.3,0,3,Yes,0
49,200000,23,499,274212,24,0.35,0,4,Yes,1
63,923519,18,638,486892,24,0.06,0,0,No,0
52,717986,28,620,258193,48,0.64,0,0,No,0
46,975192,12,659,374297,60,0.67,0,1,Yes,0
36,816404,22,597,596343,48,0.08,0,2,Yes,0
45,777493,11,551,484871,36,0.59,0,2,Yes,0
48,437805,28,733,549002,48,0.1,0,1,No,0
29,598058,5,632,207685,60,0.62,0,0,Yes,0
21,1739452,22,724,347261,24,0.48,1,0,No,0
49,977930,30,585,653256,60,0.26,1,3,Yes,0
42,1115777,20,549,81283,48,0.48,0,1,Yes,0
36,694430,23,699,168418,36,0.4,0,3,No,0
61,543317,7,730,423603,24,0.5,0,1,Yes,0
64,1032928,8,630,370635,36,0.38,1,2,Yes,0
61,228884,21,598,692357,24,0.59,0,0,Yes,0
27,604778,3,779,50000,24,0.08,0,3,Yes,0
34,693627,12,675,479378,60,0.29,0,3,Yes,0
49,1083496,33,600,842738,36,0.44,0,1,No,0
39,924113,2,560,581753,36,0.46,1,0,No,0
39,658130,36,624,116578,24,0.17,0,0,No,0
22,910691,27,648,1106892,36,0.1,0,3,Yes,0
61,709054,25,741,363285,48,0.06,0,1,No,0
65,1121011,33,678,50000,24,0.34,0,0,No,0
35,870847,14,669,703012,36,0.28,0,4,Yes,0
23,1320932,7,606,297945,24,0.45,0,2,Yes,0
31,716661,34,790,967778,36,0.36,1,3,Yes,1
66,1167618,23,758,680412,60,0.33,0,2,Yes,0
50,827124,36,751,1032772,24,0.64,0,1,Yes,1
60,590826,3,675,236655,12,0.49,1,3,Yes,0
38,1580472,11,712,819497,36,0.5,0,2,Yes,0
68,1192912,18,473,296691,36,0.32,0,2,Yes,0
22,870296,14,696,585890,36,0.59,0,1,Yes,0
52,1029798,29,833,543100,36,0.16,0,4,Yes,0
28,475394,36,633,846812,12,0.33,0,3,Yes,0
42,485956,11,601,702471,36,0.08,0,0,Yes,0
26,1134227,18,668,383781,24,0.13,1,0,Yes,0
32,801439,33,611,772163,24,0.11,0,2,Yes,0
67,753254,6,606,477006,36,0.36,0,0,Yes,0
60,713618,27,701,673389,36,0.54,0,1,Yes,0
56,845620,27,745,573914,12,0.27,0,1,Yes,0
35,723725,28,701,446718,24,0.07,0,0,No,0
48,200000,36,588,169097,48,0.55,0,3,Yes,1
69,1224762,19,626,550840,36,0.2,0,3,Yes,0
65,766831,10,705,331245,24,0.56,1,4,No,0
38,1349458,38,732,192469,24,0.06,0,0,Yes,0
22,271341,22,663,707615,48,0.27,0,0,Yes,0
33,270164,19,608,342283,12,0.48,0,2,Yes,0
65,717375,19,741,50000,36,0.66,0,2,Yes,0
35,1093258,10,824,500559,36,0.58,0,1,Yes,0
40,434099,1,769,461996,48,0.36,0,0,No,0
49,422456,12,838,484563,48,0.55,0,1,Yes,0
62,911585,12,630,484274,48,0.43,0,1,Yes,0
49,706137,14,762,248498,36,0.62,0,1,No,0
23,963223,30,783,400171,36,0.59,0,1,Yes,0
39,711515,22,641,759815,36,0.73,0,2,No,0
23,915541,21,613,713742,36,0.12,0,2,Yes,0
34,1209839,15,603,411621,60,0.29,0,1,Yes,0
60,434735,28,672,646292,60,0.18,0,2,Yes,0
24,1155436,19,559,523259,36,0.49,0,1,Yes,0
31,288755,27,815,417565,48,0.51,1,3,No,0
51,982800,26,577,811663,36,0.19,0,1,Yes,0
63,1225780,28,713,276286,36,0.35,0,1,Yes,0
52,642779,4,498,576632,36,0.47,0,1,Yes,0
47,993366,37,843,84146,24,0.51,0,1,No,0
50,653872,37,779,590126,60,0.12,0,1,Yes,0
63,975614,1,552,334989,48,0.69,0,0,No,0
22,200000,19,704,404571,36,0.07,0,2,Yes,0
69,848646,12,660,427211,48,0.73,0,3,Yes,0
29,918617,25,692,50000,48,0.27,1,2,No,0
48,1203404,34,730,96475,24,0.27,1,2,Yes,0
51,1077576,7,615,707529,24,0.36,0,2,No,0
54,751629,27,675,526148,48,0.54,0,4,Yes,0
35,880419,14,535,864590,48,0.16,0,1,No,0
68,366165,7,686,158021,60,0.23,0,1,Yes,0
45,1293222,10,515,712799,12,0.72,0,1,No,0
56,1007347,28,784,615172,36,0.66,0,0,No,0
28,241729,4,562,791128,48,0.2,0,1,No,0
29,873796,6,703,473104,36,0.45,0,0,No,0
57,896702,17,746,528659,48,0.19,0,3,Yes,0
68,567816,27,829,280626,24,0.44,0,2,No,0
65,829059,11,821,432350,12,0.31,0,1,No,0
59,537655,11,791,377161,12,0.3,0,1,No,0
52,378620,35,678,168626,36,0.49,0,2,Yes,0
37,615995,28,769,534041,36,0.23,0,2,No,0
55,851477,10,702,735480,60,0.33,0,2,No,0
57,1078499,5,708,794979,12,0.7,0,0,Yes,0
39,820945,20,630,297346,36,0.58,0,2,Yes,0
64,1081427,9,819,490897,60,0.32,0,3,No,0
49,994610,31,615,466344,36,0.21,0,0,No,0
27,489380,32,594,868649,24,0.51,0,2,No,0
48,992330,16,712,946573,24,0.62,0,1,No,0
29,1000623,2,536,173780,36,0.65,0,0,Yes,0
48,1322540,17,689,621620,12,0.44,0,1,Yes,0
26,923196,9,810,632780,60,0.41,0,2,No,0
49,429597,38,713,449873,36,0.55,0,1,Yes,0
37,633775,7,682,184269,48,0.17,0,3,Yes,0
36,244232,33,612,676357,36,0.65,0,0,Yes,1
43,953143,36,559,804060,60,0.1,0,2,No,0
51,1296190,32,749,363255,36,0.47,0,1,No,0
23,200000,9,682,799097,48,0.46,0,3,Yes,0
41,1308869,39,729,501008,60,0.27,0,0,Yes,0
46,949171,17,504,855484,60,0.07,0,0,Yes,0
56,477025,24,738,854985,12,0.55,0,4,No,0
62,877008,35,838,494110,24,0.07,0,2,Yes,0
57,486701,1,787,604340,24,0.18,0,3,Yes,0
42,932125,18,703,324395,12,0.43,0,1,Yes,0
62,819008,9,596,94118,60,0.71,0,2,Yes,0
32,898803,2,689,562682,36,0.1,0,2,Yes,0
62,524318,18,692,133427,36,0.46,0,4,Yes,0
33,568003,25,640,1023269,12,0.28,0,0,Yes,0
31,950546,24,646,784622,60,0.52,1,0,Yes,0
36,649182,16,847,462106,48,0.72,2,1,Yes,0
28,844705,9,602,1166824,36,0.24,0,0,Yes,0
60,935895,10,645,342416,48,0.72,0,2,Yes,1
60,733293,10,724,401889,48,0.66,0,4,Yes,0
65,1146530,11,850,398867,48,0.47,0,3,No,0
22,744334,39,655,484002,24,0.58,0,1,No,0
50,735327,7,536,422492,48,0.66,0,2,Yes,0
50,610488,23,509,614140,36,0.61,0,2,Yes,0
32,1111994,13,850,250307,48,0.28,0,0,No,0
30,587837,22,527,531979,36,0.62,1,2,Yes,0
64,1176347,35,686,364367,60,0.27,0,3,Yes,0
31,848933,16,558,515668,36,0.66,0,1,No,0
35,1604628,4,616,229271,36,0.23,0,2,No,0
36,601862,2,628,283869,48,0.45,0,0,No,0
37,1182558,8,523,1031293,36,0.54,0,3,Yes,0
46,953072,19,777,269699,36,0.35,0,0,Yes,0
22,645873,19,714,630866,36,0.6,0,2,No,0
32,957103,18,645,365798,36,0.7,0,1,No,0
46,942486,20,634,245665,24,0.18,0,1,No,0
43,700418,15,767,516026,48,0.07,0,1,Yes,0
38,928484,32,687,282773,48,0.49,0,2,No,0
52,1149032,4,846,629500,36,0.47,0,2,No,0
69,953406,23,644,468814,36,0.29,1,1,No,0
58,674244,14,714,834019,24,0.6,0,2,No,0
67,657349,25,581,173599,60,0.63,0,0,Yes,0
23,773777,24,645,569023,48,0.28,0,1,No,0
58,1133738,27,763,592583,36,0.53,0,2,Yes,0
23,573863,32,774,250854,48,0.5,0,1,Yes,0
50,917639,17,827,333994,36,0.29,0,1,No,0
21,331259,17,715,144136,12,0.73,0,0,No,0
50,978383,37,778,109989,24,0.29,0,2,No,0
65,1025531,32,729,470354,12,0.48,0,0,Yes,0
52,1408286,26,646,701710,36,0.32,1,1,Yes,0
48,1077587,14,558,467098,36,0.06,0,0,Yes,0
41,679639,12,661,477545,36,0.11,0,0,Yes,0
66,339626,33,588,175418,36,0.21,0,0,Yes,0
33,954258,3,764,50000,12,0.62,0,1,No,0
47,701833,34,768,585512,48,0.36,0,3,Yes,0
56,900230,18,598,334827,12,0.46,0,2,Yes,0
27,583944,30,768,50000,36,0.71,0,2,No,0
42,748041,24,585,363990,36,0.15,0,0,Yes,0
30,290004,39,795,562335,24,0.65,0,1,No,0
59,486138,11,667,600644,36,0.32,0,1,No,0
35,443818,11,716,549722,48,0.29,1,3,No,0
35,1061836,24,795,326117,36,0.49,0,2,Yes,0
24,551820,32,727,648608,36,0.68,0,1,Yes,0
52,1213379,36,669,494891,24,0.29,0,1,Yes,0
43,554766,27,749,280939,36,0.58,0,2,Yes,0
26,1428781,8,602,220722,48,0.06,0,3,No,0
44,215349,13,525,549073,36,0.49,0,1,Yes,0
40,927290,2,771,717242,24,0.49,0,0,Yes,0
57,811579,4,574,648417,48,0.44,1,1,Yes,0
40,436567,25,753,540805,12,0.71,0,2,No,0
32,634720,17,691,658346,48,0.71,0,1,Yes,0
53,721615,37,678,1092859,60,0.29,0,2,Yes,0
48,874941,20,604,571958,36,0.37,0,1,Yes,0
28,519074,38,643,539356,60,0.6,0,3,Yes,0
21,927596,15,681,636151,12,0.64,0,1,Yes,0
57,835917,39,695,687578,24,0.34,0,1,No,0
42,1033755,22,607,166028,36,0.29,0,0,No,0
26,541291,28,739,544280,48,0.62,0,3,Yes,0
41,677200,9,744,750967,36,0.31,0,1,Yes,0
52,1232635,4,718,936410,36,0.33,0,2,Yes,0
55,528188,10,644,505046,24,0.14,0,0,No,0
35,382256,28,748,386431,48,0.43,0,3,Yes,0
25,610713,26,729,541242,12,0.28,1,4,Yes,1
66,267215,33,523,339020,36,0.46,0,1,Yes,1
68,1301868,13,696,892321,24,0.36,0,1,Yes,0
26,715170,9,834,620217,24,0.57,0,2,No,0
45,718068,10,757,486854,24,0.24,0,4,No,0
66,1022758,10,772,778393,36,0.17,0,2,Yes,0
60,582332,34,623,211645,36,0.54,0,0,Yes,0
49,735220,18,690,50000,36,0.32,0,2,Yes,0
27,574416,23,665,605427,48,0.44,0,1,Yes,0
60,273490,0,679,768493,60,0.71,0,2,Yes,0
33,815227,11,638,464423,24,0.39,0,1,No,0
58,1107718,13,581,330221,12,0.16,2,3,Yes,0
38,823788,2,685,260799,36,0.35,0,3,Yes,0
22,1075937,31,617,191381,36,0.38,0,1,No,0
28,471262,15,726,666293,12,0.59,0,1,Yes,0
31,573788,37,677,704489,48,0.19,0,1,Yes,0
53,411710,9,525,729523,36,0.29,0,0,Yes,0
58,909967,16,790,501817,48,0.09,0,2,No,0
68,704717,39,714,210982,36,0.54,1,2,Yes,1
47,693482,3,643,321272,36,0.57,0,1,Yes,0
40,1000695,14,653,649660,48,0.37,0,2,Yes,0
32,658105,32,581,240673,24,0.43,0,0,Yes,0
63,1123901,38,675,474540,36,0.57,0,4,Yes,0
51,870697,9,734,245629,12,0.24,0,0,Yes,0
47,690155,6,819,325794,36,0.47,0,1,No,0
52,334518,32,672,212024,60,0.72,0,4,No,0
30,998982,16,683,504070,12,0.51,0,1,No,0
23,884880,11,775,134231,36,0.1,0,3,Yes,0
65,899320,16,587,309907,48,0.25,0,0,Yes,0
47,908889,15,691,712780,36,0.41,0,0,Yes,0
55,641274,13,619,762205,36,0.1,0,0,No,0
51,754587,2,690,667696,60,0.52,0,4,No,0
35,662434,29,754,853854,12,0.51,2,0,Yes,0
36,1175019,34,547,170099,24,0.66,0,2,No,1
33,717463,25,768,477159,60,0.4,1,1,Yes,0
69,614227,11,708,518872,24,0.53,1,3,Yes,1
55,1195629,30,691,987964,48,0.18,0,1,Yes,0
31,1162991,16,787,440634,36,0.05,0,0,Yes,0
41,870912,36,616,700327,48,0.17,0,2,Yes,0
31,761039,7,572,923401,48,0.09,0,2,Yes,0
50,686135,18,598,532574,36,0.35,0,1,Yes,0
68,786807,25,722,382719,36,0.38,0,1,No,0
55,537586,3,640,404362,24,0.5,0,3,Yes,0
42,945010,14,610,72142,24,0.15,0,0,Yes,0
58,1295750,13,601,385208,48,0.2,0,0,No,0
51,968785,29,693,144660,48,0.61,2,0,Yes,0
34,469029,23,677,695554,48,0.45,0,0,Yes,0
44,936530,33,566,109460,60,0.07,0,3,Yes,0
69,858361,18,569,598060,60,0.64,0,2,Yes,0
52,933888,2,637,784423,48,0.49,0,0,Yes,0
56,554129,3,753,682240,60,0.18,0,2,Yes,0
52,801007,10,645,379245,24,0.23,2,2,Yes,0
35,1064929,12,561,690961,48,0.44,0,1,No,0
63,479000,17,673,502419,48,0.44,0,0,No,0
55,665263,18,683,385672,24,0.61,0,2,Yes,0
23,713643,32,561,409144,60,0.3,1,3,Yes,0
36,1099510,37,582,610725,12,0.43,0,1,No,0
25,1144249,2,739,110838,36,0.46,0,1,Yes,0
41,225460,34,581,373983,12,0.44,0,3,No,0
30,1099252,0,742,593684,36,0.1,0,0,Yes,0
39,1153686,34,556,371836,36,0.34,0,0,No,0
45,1134406,35,559,177049,36,0.29,0,2,Yes,0
24,641111,37,681,277168,48,0.74,0,2,No,0
49,731059,38,619,543028,48,0.38,0,3,Yes,0
39,329773,24,637,620717,48,0.35,0,1,Yes,0
63,200000,39,692,771144,24,0.39,0,0,Yes,0
22,691545,12,634,695195,36,0.69,0,1,Yes,0
30,822940,3,604,692272,48,0.48,0,1,No,0
63,853030,5,719,50000,48,0.32,0,3,Yes,0
45,1046341,10,694,688248,48,0.69,0,3,Yes,0
40,1718340,0,683,370703,24,0.7,0,1,Yes,0
68,681202,7,678,139614,36,0.24,0,1,No,0
39,483329,33,615,639477,60,0.33,0,1,No,0
43,963840,39,599,544730,48,0.73,0,2,Yes,0
44,866672,8,652,721192,24,0.43,0,2,Yes,0
31,627643,35,617,366392,36,0.35,0,1,Yes,0
66,1073255,38,679,498573,36,0.19,0,2,No,0
54,556419,36,648,50000,36,0.32,0,3,Yes,0
48,761429,20,681,990239,36,0.49,0,2,Yes,0
25,778724,19,672,165416,36,0.08,0,0,Yes,0
25,515686,37,821,297427,60,0.11,0,2,Yes,0
41,287088,0,569,242310,60,0.05,0,4,No,0
32,865685,34,665,551640,60,0.2,0,2,Yes,0
24,1210614,27,591,287978,48,0.18,0,0,Yes,0
69,1088270,6,641,769553,12,0.65,1,0,No,0
62,1108339,8,614,578700,36,0.18,0,1,No,0
40,560315,0,731,127463,36,0.51,0,1,Yes,0
58,864220,35,562,694968,48,0.13,1,3,No,1
45,372752,33,742,727978,60,0.47,0,2,Yes,0
34,850674,33,722,317868,36,0.35,0,1,Yes,0
31,1216635,16,844,213911,36,0.34,0,2,No,0
52,1225951,31,824,599667,36,0.65,1,0,Yes,0
31,1409134,1,616,664665,36,0.17,0,0,Yes,0
38,1096753,35,778,249134,24,0.47,0,2,Yes,0
47,942724,24,654,730889,60,0.63,0,1,Yes,0
38,1062416,25,704,356578,36,0.55,0,0,Yes,0
43,1004172,25,817,795798,60,0.74,0,1,Yes,0
